Sales_Order,Opportunity_ID,Opportunity_Name,Stage,Amount,Close_Date,Probability,Sales_Person,Sales_Person_Email,Company_Name,Company_Industry,Contact_Name,Contact_Title,Contact_Email,Contact_Phone,Created_Date,Last_Modified_Date,Next_Step,Description,Type,Lead_Source,State,Zip_Code,Payment_Terms
6383,OPP-2024-0013,Evergreen Energy Monitoring Solution,Proposal/Price Quote,195000,7/15/2024,65,Michael Chang,mchang@company.com,Evergreen Energy Corp,Energy,Melissa Chen,Operations Director,mchen@evergreenenergy.com,555-345-9012,4/5/2024,5/14/2024,Technical Demonstration,Energy usage monitoring and optimization system,New Business,Webinar,LA,59991,Net 60
6384,OPP-2024-0068,Regional Transit Ticketing System,Qualification,225000,10/15/2024,30,Michael Chang,mchang@company.com,Regional Transit Authority,Transportation,Andrew Wilson,Fare Systems Manager,awilson@regionaltransit.org,555-890-4567,5/25/2024,5/30/2024,Needs Analysis,Mobile ticketing system with contactless payment,New Business,Industry Event,ND,53075,Net 45
6385,OPP-2024-0060,Sunrise Energy Monitoring Platform,Needs Analysis,235000,9/30/2024,30,David Martinez,dmartinez@company.com,Sunrise Energy Corporation,Energy,William Chen,Facilities Manager,wchen@sunriseenergy.com,555-012-6789,5/20/2024,5/24/2024,Technical Assessment,Energy monitoring and optimization system for corporate campus,New Business,Partner ReferralOpportunity_ID,DE,57201,Net 45
6386,OPP-2024-0037,Midwest School District Technology Refresh,Value Proposition,420000,11/15/2024,45,Sarah Johnson,sjohnson@company.com,Midwest School District,Education,Patricia Wilson,Technology Director,pwilson@midwestschools.org,555-789-3456,5/15/2024,5/18/2024,Budget Analysis,Technology refresh for 12 schools including hardware and software,New Business,Email Campaign,MD,98700,Net 60
6387,OPP-2024-0092,Mountain State Government Portal,Decision Makers,315000,9/20/2024,70,Sarah Johnson,sjohnson@company.com,Mountain State Government,Government,Elizabeth Wilson,IT Director,ewilson@mountainstate.gov,555-234-8901,6/15/2024,6/20/2024,Executive Briefing,Citizen portal with online services and payments,New Business,RFP,MT,68222,Net 60
6388,OPP-2024-0080,Westcoast Logistics Tracking System,Needs Analysis,275000,10/15/2024,35,David Martinez,dmartinez@company.com,Westcoast Logistics Inc.,Transportation,Sarah Miller,Operations Director,smiller@westcoastlogistics.com,555-012-6789,5/25/2024,6/2/2024,Requirements Gathering,Logistics tracking system with mobile capabilities,New Business,Partner ReferralOPP-2024-0061,HI,35771,Net 45
6389,OPP-2024-0009,Global Foods Supply Chain Solution,Needs Analysis,230000,8/12/2024,25,Emma Wilson,ewilson@company.com,Global Foods Inc.,Food & Beverage,Linda Martinez,Supply Chain Director,lmartinez@globalfoods.com,555-901-2345,5/8/2024,5/15/2024,Requirements Gathering,Supply chain management system with real-time tracking,New Business,Industry Event,SD,45688,2% 10 Net 30
6390,OPP-2024-0098,Riverside Auto Dealership System,Qualification,215000,11/15/2024,25,Michael Chang,mchang@company.com,Riverside Auto Group,Automotive,Jennifer Davis,General Manager,jdavis@riversideauto.com,555-890-4567,6/25/2024,6/28/2024,Initial Meeting,Dealership management system for automotive group,New Business,Cold Call,IL,10435,1% 15 Net 30
6391,OPP-2024-0027,Dynamic Marketing Agency CRM Implementation,Value Proposition,115000,8/18/2024,40,Sarah Johnson,sjohnson@company.com,Dynamic Marketing Group,Marketing,Julia Martinez,Account Director,jmartinez@dynamicmarketing.com,555-789-3456,5/8/2024,5/15/2024,Needs Analysis,Custom CRM implementation with marketing automation integration,New Business,Webinar,SC,40176,Net 60
6392,OPP-2024-0097,Northern Community College IT Services,Value Proposition,195000,11/25/2024,45,Sarah Johnson,sjohnson@company.com,Northern Community College,Education,Michael Wilson,IT Director,mwilson@northerncc.edu,555-789-3456,6/20/2024,6/25/2024,Campus Evaluation,Managed IT services for multi-campus college,New Business,Education Conference,VT,73236,Net 60
6393,OPP-2024-0095,Precision Manufacturing Quality System,Negotiation/Review,325000,9/25/2024,85,David Martinez,dmartinez@company.com,Precision Manufacturing Inc.,Manufacturing,Robert Park,Quality Manager,rpark@precisionmfg.com,555-567-1234,6/25/2024,6/28/2024,Contract Finalization,Quality management system for precision manufacturing,New Business,Partner Referral,NV,73270,Net 45
6394,OPP-2024-0005,Oceanview Healthcare Cloud Migration,Negotiation/Review,320000,6/5/2024,80,David Martinez,dmartinez@company.com,Oceanview Healthcare,Healthcare,Samantha Patel,CTO,spatel@oceanviewhealth.com,555-567-8901,3/15/2024,5/11/2024,Contract Review,Migration of patient records and systems to secure cloud platform,New Business,Partner Referral,WY,94220,Net 45
6395,OPP-2024-0063,Central State University IT Infrastructure,Proposal/Price Quote,425000,9/5/2024,60,Michael Chang,mchang@company.com,Central State University,Education,Jennifer Lee,IT Director,jlee@centralstate.edu,555-345-9012,5/10/2024,5/24/2024,Budget Committee,IT infrastructure upgrade for main campus,New Business,Education Conference,KS,49306,Net 60
6396,OPP-2024-0005,Oceanview Healthcare Cloud Migration,Negotiation/Review,320000,6/5/2024,80,David Martinez,dmartinez@company.com,Oceanview Healthcare,Healthcare,Samantha Patel,CTO,spatel@oceanviewhealth.com,555-567-8901,3/15/2024,5/11/2024,Contract Review,Migration of patient records and systems to secure cloud platform,New Business,Partner Referral,WY,94220,Net 45
6397,OPP-2024-0043,Silver State Government Records System,Proposal/Price Quote,385000,8/30/2024,60,Michael Chang,mchang@company.com,Silver State Government,Government,Andrew Wilson,Records Manager,awilson@silverstate.gov,555-345-9012,4/15/2024,5/18/2024,Budget Approval,Electronic records management system with compliance features,New Business,RFP,ME,90519,Net 60
6398,OPP-2024-0075,Advanced Materials Quality Control,Negotiation/Review,235000,8/25/2024,80,David Martinez,dmartinez@company.com,Advanced Materials Inc.,Manufacturing,Jason Park,Quality Director,jpark@advancedmaterials.com,555-567-1234,6/5/2024,5/28/2024,Contract Review,Quality control system for specialized manufacturing,New Business,Trade Show,FL,28336,Net 45
6399,OPP-2024-0092,Mountain State Government Portal,Decision Makers,315000,9/20/2024,70,Sarah Johnson,sjohnson@company.com,Mountain State Government,Government,Elizabeth Wilson,IT Director,ewilson@mountainstate.gov,555-234-8901,6/15/2024,6/20/2024,Executive Briefing,Citizen portal with online services and payments,New Business,RFP,MT,68222,Net 60
6400,OPP-2024-0003,Meridian Financial Services Upgrade,Proposal/Price Quote,210000,6/15/2024,60,Michael Chang,mchang@company.com,Meridian Financial Services,Financial Services,Jennifer Lawson,COO,jlawson@meridianfs.com,555-345-6789,4/15/2024,5/12/2024,Executive Presentation,Upgrading existing infrastructure to enterprise tier with added security features,Upgrade,Referral,IN,21304,2% 10 Net 30
6401,OPP-2024-0055,Northwest Credit Union Digital Banking,Negotiation/Review,265000,8/5/2024,85,David Martinez,dmartinez@company.com,Northwest Credit Union,Financial Services,Daniel Park,CTO,dpark@northwestcu.org,555-567-1234,5/10/2024,5/20/2024,Contract Finalization,Digital banking platform with mobile application,New Business,Webinar,MS,67376,2% 10 Net 30
6402,OPP-2024-0096,Coastal Water District Management,Perception Analysis,345000,1/10/2025,20,Alex Rodriguez,arodriguez@company.com,Coastal Water District,Utilities,Sarah Brown,Operations Director,sbrown@coastalwater.gov,555-678-2345,6/20/2024,6/25/2024,Initial Assessment,Water utility management and monitoring system,New Business,RFP,OR,74721,Net 45
6403,OPP-2024-0017,Metropolitan University IT Support Contract,Qualification,320000,9/15/2024,35,Sarah Johnson,sjohnson@company.com,Metropolitan University,Education,Jennifer Adams,IT Director,jadams@metrouniversity.edu,555-789-3456,5/7/2024,5/14/2024,Campus Visit,3-year IT support contract for main and satellite campuses,New Business,Referral,NE,64696,Net 60
6404,OPP-2024-0022,Elite Sports Performance Analytics,Decision Makers,145000,6/25/2024,70,Sarah Johnson,sjohnson@company.com,Elite Sports Academy,Sports,Marcus Johnson,Performance Director,mjohnson@elitesports.org,555-234-8901,4/10/2024,5/15/2024,Executive Demo,Athletic performance analytics platform for training optimization,New Business,Trade Show,KS,41363,1% 15 Net 30
6405,OPP-2024-0036,Highland Brewery Production Management,Perception Analysis,175000,10/20/2024,15,Alex Rodriguez,arodriguez@company.com,Highland Brewery,Food & Beverage,Daniel Murphy,Production Manager,dmurphy@highlandbrewery.com,555-678-2345,5/18/2024,5/20/2024,Discovery Session,Production management and inventory control system,New Business,Trade Show,NC,45600,2% 10 Net 30
6406,OPP-2024-0038,Deluxe Hotel Group Guest WiFi,Qualification,85000,9/25/2024,25,Michael Chang,mchang@company.com,Deluxe Hotel Group,Hospitality,James Chen,IT Manager,jchen@deluxehotels.com,555-890-4567,5/20/2024,5/22/2024,Technical Evaluation,High-speed guest WiFi solution for 6 hotel properties,New Business,Partner Referral,AR,16922,Net 45
6407,OPP-2024-0046,Coastal Shipping Terminal Management,Perception Analysis,275000,11/10/2024,20,Alex Rodriguez,arodriguez@company.com,Coastal Shipping Inc.,Transportation,Maria Gonzalez,Terminal Manager,mgonzalez@coastalshipping.com,555-678-2345,5/20/2024,5/22/2024,Site Assessment,Terminal management system for shipping operations,New Business,LinkedIn,FL,60362,Net 45
6408,OPP-2024-0067,Mountain Resort Property Management,Value Proposition,135000,10/25/2024,40,Sarah Johnson,sjohnson@company.com,Mountain Resort Properties,Hospitality,Rebecca Martinez,Operations Director,rmartinez@mountainresort.com,555-789-3456,5/22/2024,5/25/2024,Demo Session,Property management system for mountain resort properties,New Business,Trade Show,MT,84949,2% 10 Net 30
6409,OPP-2024-0038,Deluxe Hotel Group Guest WiFi,Qualification,85000,9/25/2024,25,Michael Chang,mchang@company.com,Deluxe Hotel Group,Hospitality,James Chen,IT Manager,jchen@deluxehotels.com,555-890-4567,5/20/2024,5/22/2024,Technical Evaluation,High-speed guest WiFi solution for 6 hotel properties,New Business,Partner Referral,AR,16922,Net 45
6410,OPP-2024-0008,Thompson Construction IT Infrastructure,Value Proposition,185000,7/25/2024,40,Michael Chang,mchang@company.com,Thompson Construction,Construction,Daniel Thompson,CEO,dthompson@thompsonconstruction.com,555-890-1234,5/2/2024,5/14/2024,Site Assessment,Complete IT infrastructure for new headquarters building,New Business,LinkedIn,IL,22775,Net 30
6411,OPP-2024-0095,Precision Manufacturing Quality System,Negotiation/Review,325000,9/25/2024,85,David Martinez,dmartinez@company.com,Precision Manufacturing Inc.,Manufacturing,Robert Park,Quality Manager,rpark@precisionmfg.com,555-567-1234,6/25/2024,6/28/2024,Contract Finalization,Quality management system for precision manufacturing,New Business,Partner Referral,NV,73270,Net 45
6412,OPP-2024-0001,Enterprise Security Solution Implementation,Needs Analysis,125000,5/20/2024,30,Alex Rodriguez,arodriguez@company.com,Pinnacle Technologies,Technology,Martin Chen,IT Director,mchen@pinnacle-tech.com,555-123-4567,5/5/2024,5/10/2024,Technical Demo,Enterprise-wide security implementation for all 8 office locations,New Business,Trade Show,NJ,84641,1% 15 Net 30
6413,OPP-2024-0087,Alpine Resorts Booking System,Value Proposition,165000,11/15/2024,40,Sarah Johnson,sjohnson@company.com,Alpine Resorts Group,Hospitality,Michael Torres,Reservations Manager,mtorres@alpineresorts.com,555-789-3456,6/10/2024,6/15/2024,Demo Session,Reservation and property management system for ski resorts,New Business,Trade Show,WV,56465,Net 45
6414,OPP-2024-0022,Elite Sports Performance Analytics,Decision Makers,145000,6/25/2024,70,Sarah Johnson,sjohnson@company.com,Elite Sports Academy,Sports,Marcus Johnson,Performance Director,mjohnson@elitesports.org,555-234-8901,4/10/2024,5/15/2024,Executive Demo,Athletic performance analytics platform for training optimization,New Business,Trade Show,KS,41363,1% 15 Net 30
6415,OPP-2024-0008,Thompson Construction IT Infrastructure,Value Proposition,185000,7/25/2024,40,Michael Chang,mchang@company.com,Thompson Construction,Construction,Daniel Thompson,CEO,dthompson@thompsonconstruction.com,555-890-1234,5/2/2024,5/14/2024,Site Assessment,Complete IT infrastructure for new headquarters building,New Business,LinkedIn,IL,22775,Net 30
6416,OPP-2024-0097,Northern Community College IT Services,Value Proposition,195000,11/25/2024,45,Sarah Johnson,sjohnson@company.com,Northern Community College,Education,Michael Wilson,IT Director,mwilson@northerncc.edu,555-789-3456,6/20/2024,6/25/2024,Campus Evaluation,Managed IT services for multi-campus college,New Business,Education Conference,VT,73236,Net 60
6417,OPP-2024-0011,NextGen Biotech Lab Systems,Decision Makers,275000,6/30/2024,70,Alex Rodriguez,arodriguez@company.com,NextGen Biotech,Biotechnology,Sarah Williams,Lab Director,swilliams@nextgenbio.com,555-123-7890,3/25/2024,5/14/2024,Executive Approval,Advanced laboratory information management systems,New Business,Trade Show,ND,93310,1% 15 Net 30
6418,OPP-2024-0075,Advanced Materials Quality Control,Negotiation/Review,235000,8/25/2024,80,David Martinez,dmartinez@company.com,Advanced Materials Inc.,Manufacturing,Jason Park,Quality Director,jpark@advancedmaterials.com,555-567-1234,6/5/2024,5/28/2024,Contract Review,Quality control system for specialized manufacturing,New Business,Trade Show,FL,28336,Net 45
6419,OPP-2024-0057,Golden Gate Retail Analytics Platform,Value Proposition,125000,10/15/2024,45,Sarah Johnson,sjohnson@company.com,Golden Gate Retail Group,Retail,Amanda Torres,Marketing Director,atorres@goldengateretail.com,555-789-3456,5/20/2024,5/22/2024,Requirements Gathering,Customer analytics platform for retail chain,New Business,Trade Show,PA,63853,2% 10 Net 30
6420,OPP-2024-0063,Central State University IT Infrastructure,Proposal/Price Quote,425000,9/5/2024,60,Michael Chang,mchang@company.com,Central State University,Education,Jennifer Lee,IT Director,jlee@centralstate.edu,555-345-9012,5/10/2024,5/24/2024,Budget Committee,IT infrastructure upgrade for main campus,New Business,Education Conference,KS,49306,Net 60
6421,OPP-2024-0090,Grand Hotel Group Property Management,Needs Analysis,295000,11/20/2024,30,David Martinez,dmartinez@company.com,Grand Hotel Group,Hospitality,Sarah Brown,Operations Director,sbrown@grandhotelgroup.com,555-012-6789,6/15/2024,6/18/2024,Site Assessment,Property management system for luxury hotel chain,New Business,Industry EventOPP-2024-0071,VA,96717,1% 15 Net 30
6422,OPP-2024-0023,Harbor Logistics Fleet Management,Proposal/Price Quote,235000,7/30/2024,60,Michael Chang,mchang@company.com,Harbor Logistics,Transportation,Rebecca Torres,Operations Manager,rtorres@harborlogistics.com,555-345-9012,4/25/2024,5/14/2024,ROI Analysis,Fleet management and route optimization solution for 120 vehicles,New Business,Webinar,FL,58016,Net 45
6423,OPP-2024-0003,Meridian Financial Services Upgrade,Proposal/Price Quote,210000,6/15/2024,60,Michael Chang,mchang@company.com,Meridian Financial Services,Financial Services,Jennifer Lawson,COO,jlawson@meridianfs.com,555-345-6789,4/15/2024,5/12/2024,Executive Presentation,Upgrading existing infrastructure to enterprise tier with added security features,Upgrade,Referral,IN,21304,2% 10 Net 30
6424,OPP-2024-0045,Summit Manufacturing Automation,Negotiation/Review,325000,7/20/2024,85,David Martinez,dmartinez@company.com,Summit Manufacturing Inc.,Manufacturing,Richard Lee,Production Director,rlee@summitmanufacturing.com,555-567-1234,4/25/2024,5/15/2024,Contract Details,Factory automation system for production line,New Business,Trade Show,VT,81631,Net 45
6425,OPP-2024-0020,Premier Auto Dealer Management System,Needs Analysis,225000,8/5/2024,30,David Martinez,dmartinez@company.com,Premier Auto Group,Automotive,Jason Williams,General Manager,jwilliams@premierauto.com,555-012-6789,5/1/2024,5/14/2024,Requirements Gathering,Comprehensive dealer management system for new and used vehicle sales,New Business,Industry Event,CT,77321,2% 10 Net 30
6426,OPP-2024-0045,Summit Manufacturing Automation,Negotiation/Review,325000,7/20/2024,85,David Martinez,dmartinez@company.com,Summit Manufacturing Inc.,Manufacturing,Richard Lee,Production Director,rlee@summitmanufacturing.com,555-567-1234,4/25/2024,5/15/2024,Contract Details,Factory automation system for production line,New Business,Trade Show,VT,81631,Net 45
